Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
公司代碼,年月日,M0000 特殊 %,M1100 水泥工業 %,M1200 食品工業 %,M1300 塑膠工業 %,M1400 紡織纖維 %,M1500 電機機械 %,M1600 電器電纜 %,M1700 化學生技醫療 %,M1721 化學工業 %,M1722 生技醫療業 %,M1800 玻璃陶瓷 %,M1900 造紙工業 %,M2000 鋼鐵工業 %,M2100 橡膠工業 %,M2200 汽車工業 %,M2300 電子工業 %,M2324 半導體業 %,M2325 電腦及週邊設備業 %,M2326 光電業 %,M2327 通訊網路業 %
T3811C 富達智醫多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3811D 富達智醫多重Ad$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3811E 富達智醫多重AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3811F 富達智醫多重AdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3811G 富達智醫多重Nd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3811H 富達智醫多重Nd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3812A 富達永減碳多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812B 富達永減碳多Ad,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812C 富達永減碳多Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812D 富達永減碳多Nd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812E 富達永減碳多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812F 富達永減碳多Ad$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812G 富達永減碳多Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812H 富達永減碳多Nd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812J 富達永減碳多AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812K 富達永減碳多AdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812L 富達永減碳多NaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3812M 富達永減碳多NdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0
T3813A 富達永續股票Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813B 富達永續股票Ad,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813C 富達永續股票Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813D 富達永續股票Nd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813E 富達永續股票Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813F 富達永續股票Ad$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813G 富達永續股票Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3813H 富達永續股票Nd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4001Y 德銀DWS 台旗艦,2025/11/28,0,0,0,0,1.92,8.71,0,0,0,0,0,0,2.27,0,0,67.3,23.34,11.29,0,1.57
T4003Y 德銀遠東DWS 科技,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4006Y 德銀DWS 原物料,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4011Y 德銀DWS 全球神農,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4014A 德銀全球生技創新,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4014B 德銀全球生技創 $,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4101Y 凱基開創,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.57,18.08,10.4,0,3.38
T4103Y 凱基台商天下,2025/11/28,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,34.56,5.75,9.49,0,0
T4105Y 凱基亞洲四金磚,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4112A 凱基台五門TISAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.34,19.33,13.39,0,4.67
T4112Y 凱基台灣精五門,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.34,19.33,13.39,0,4.67
T4115Y 凱基資源國,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4117B 凱基新興中小$,2025/11/28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,15.57,4.94,0.41,0,0
T4117Y 凱基新興中小,2025/11/28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,15.57,4.94,0.41,0,0
T4119B 凱基雲端趨勢$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,8.09,0,0,0
T4119Y 凱基雲端趨勢,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,8.09,0,0,0
T4122Y 凱基亞太高股息,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4123A 凱基護城河基金,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4123B 凱基護城河基金$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4124A 凱基亞護城河,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4124B 凱基亞護城河 USD,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4124C 凱基亞護城河 CNY,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4125A 凱基銀髮商機,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4125B 凱基銀髮商機 $,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4125C 凱基銀髮商機 C,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4126A 凱基全高效平衡A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4126B 凱基全高效平衡B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4126C 凱基全高效平衡A$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4127A 凱基醫院長照Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4127B 凱基醫院長照Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4127C 凱基醫院長照Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4127D 凱基醫院長照Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4127E 凱基醫院長照AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4127F 凱基醫院長照NaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4127G 凱基醫院長照Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4133B 凱基臺灣多重Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0
T4133Y 凱基臺灣多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0
T4134A 凱基收多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134B 凱基收多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134C 凱基收多重NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134D 凱基收多重NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134E 凱基收多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134F 凱基收多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134G 凱基收多重NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134H 凱基收多重NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134J 凱基收多重BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134K 凱基收多重NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134L 凱基收多重NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134M 凱基收多重BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134N 凱基收多重NBdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4134P 凱基收多重AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139A 凱基未來多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139B 凱基未來多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139C 凱基未來多重NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139D 凱基未來多重NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139E 凱基未來多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139F 凱基未來多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139G 凱基未來多重NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139H 凱基未來多重NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139J 凱基未來多重BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139K 凱基未來多重NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139L 凱基未來多重NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139M 凱基未來多重AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139N 凱基未來多重BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139P 凱基未來多重NBdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139Q 凱基未收息TISAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139X 凱基未來多重AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4139Y 凱基未來多重NAaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140A 凱基環球趨勢Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140B 凱基環球趨勢NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140C 凱基環球趨勢Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140D 凱基環球趨勢Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140E 凱基環球趨勢NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140F 凱基環球趨勢Ia$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140G 凱基環球趨勢AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4140H 凱基環球趨勢NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4144A 凱基未來移動Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144B 凱基未來移動NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144C 凱基未來移動Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144D 凱基未來移動Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144E 凱基未來移動NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144F 凱基未來移動Ia$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144G 凱基未來移動AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144H 凱基未來移動NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144J 凱基未來移動NAaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4144X 凱基未來移動AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0
T4145A 凱基樂活多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145B 凱基樂活多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145C 凱基樂活多重NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145D 凱基樂活多重NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145E 凱基樂活多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145F 凱基樂活多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145G 凱基樂活多重NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145H 凱基樂活多重NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145J 凱基樂活多重BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145K 凱基樂活多重NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145L 凱基樂活多重NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145M 凱基樂活多重AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145N 凱基樂活多重BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145X 凱基樂活多重AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4145Y 凱基樂活多重NBdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146A 凱基收息多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146B 凱基收息多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146C 凱基收息多重NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146D 凱基收息多重NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146E 凱基收息多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146F 凱基收息多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146G 凱基收息多重NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146H 凱基收息多重NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146J 凱基收息多重BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146K 凱基收息多重NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146L 凱基收息多重NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146M 凱基收息多重AaZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146N 凱基收息多重BdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146X 凱基收息多重AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4146Y 凱基收息多重NBdZ,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4209A 施羅德台樂活Ia,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.27,20.66,9.69,0,0
T4209B 施羅德台樂活Ca,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.27,20.66,9.69,0,0
T4209C 施羅台樂活TISAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.27,20.66,9.69,0,0
T4209Y 施羅德台樂活Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.27,20.66,9.69,0,0
T4234A 施羅德週多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4234B 施羅德週多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4234C 施羅德週多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4234D 施羅德週多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4234E 施羅德週多重BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4235A 施羅德週收多Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235B 施羅德週收多Bd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235C 施羅德週收多NAa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235D 施羅德週收多NBd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235E 施羅德週收多Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235F 施羅德週收多Bd$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235G 施羅德週收多NAa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235H 施羅德週收多NBd$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235J 施羅德週收多AaC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235K 施羅德週收多BdC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235L 施羅德週收多NAaC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4235M 施羅德週收多NBdC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4237A 施羅德美成多Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4237B 施羅德美成多Ca,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4237C 施羅德美成多Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4237D 施羅德美成多Ca$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4238A 施台美雙多Aa,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238B 施台美雙多Bd,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238C 施台美雙多NAa,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238D 施台美雙多NBd,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238E 施台美雙多Aa$,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238F 施台美雙多Bd$,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238G 施台美雙多NAa$,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4238H 施台美雙多NBd$,2025/11/28,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,48.28,13.18,5.58,0,0
T4301Y 街口台灣Aa,2025/11/28,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,70.52,18.61,10.2,0,7.55
T4303Y 街口中小型Aa,2025/11/28,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,71.51,19.82,8.95,0,6.7
T4309Y 華頓全球黑鑽油源,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4314Y 街口全時精品Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4332Y 街口中國機平Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4340Y 街口多重資產Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4404A 安本標準兩岸Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4404B 安本標準兩岸AaC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4404Y 安本標準兩岸價值,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407A 宏利360多重Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407B 宏利360多重Bd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407C 宏利360多重Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407D 宏利360多重Bd$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407E 宏利360多重NAa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407F 宏利360多重NBd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407G 宏利360多重NAaA,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407H 宏利360多重NBdA,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407J 宏利360多重NAa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407K 宏利360多重NBd$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407L 宏利360多重NAaC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4407M 宏利360多重NBdC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4502A 富蘭第一TISA,2025/11/28,0,0,0,0,0,0.52,0,1.22,0,1.22,0,0,0,0,0,64.37,23.64,7.54,0,4.97
T4502Y 富蘭克林華美第一,2025/11/28,0,0,0,0,0,0.52,0,1.22,0,1.22,0,0,0,0,0,64.37,23.64,7.54,0,4.97
T4504A 富蘭新世界股Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,8.31,0,0,0.4
T4504B 富蘭新世界股AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,8.31,0,0,0.4
T4504C 富蘭新世界股Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,8.31,0,0,0.4
T4504D 富蘭新世界股Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,8.31,0,0,0.4
T4504Y 富蘭新世界股Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,8.31,0,0,0.4
T4505Y 富蘭克林華美中華,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,2.9,0,0,0
T4509A 富蘭克林中消費 C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,3.66,0,0,0
T4509B 富蘭克林中消費 $,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,3.66,0,0,0
T4509Y 富蘭克林中國消費,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,3.66,0,0,0
T4510Y 富蘭克林高科技,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.81,20.61,15.48,0,5.72
T4511Y 富蘭克林華美傳產,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4515A 富蘭克林中國A股C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,3.27,0,0,0
