Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
基金碼,日期,基金淨資產 (千元),A1  投資國內上市股票比例,A2  投資國內台灣存託憑證,A3  投資國內基金比例,A4  投資國內上櫃股票比例,A5  投資國內買斷債券比例,A6  投資國內RP比例,A7  國內資產證券化商品,A8  投資國內其他有價證券,A0  投資國內有價證券比例,B1  國內短期投資-短票,B2  國內短期投資-其他,B3  短期投資-一般存款,B4  短期投資-短期票券-RP,B0  國內短期投資小計,A+B 投資國內合計,C1  投資日本比例,C2  投資紐澳比例,C3  投資國外其他區域比例,C4  投資北美比例
00830 國泰費城半導體,2025/10,"31,147,611",0,0,0,0,0,0,0,0,0,0,0,1.47,0,1.47,1.47,0,0,0,99.81
00831B 新光美債1-3,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00832B 新光美債20+,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00833B 第一金美債20+,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00834B 第一金金融債10+,2025/10,"743,060",0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0,0,0,90.41
00835B 第一金科技債10+,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00836B 永豐10年A公司債,2025/10,"13,946,994",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,97.99
00837B 永豐15年金融債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00838B 永豐7-10年中國債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00839B 凱基醫療保健債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00840B 凱基IG精選15+,2025/10,"1,807,604",0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0.07,0,0,2.49,67.22
00841B 凱基AAA-AA公司債,2025/10,"2,109,928",0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0.33,0,0,8.51,27.89
00842B 台新美元銀行債,2025/10,"355,438",0,0,0,0,0,0,0,0,0,0,0,2.52,0,2.52,2.52,0,0,0,6.21
00843B 台新中國政策債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00844B 新光15年IG金融債,2025/10,"7,420,680",0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0.8,0,0,0,46.35
00845B 富邦新興投等債,2025/10,"8,390,152",0,0,0,0,0,0,0,0,0,0,0,0.53,0,0.53,0.53,0,0,17.42,1.12
00846B 富邦歐洲銀行債,2025/10,"2,667,318",0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0,0,0,0
00847B 中信美國市政債,2025/10,"243,590",0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0,0,0,97.53
00848B 中信新興亞洲債,2025/10,"4,689,407",0,0,0,0,10.04,0,0,0,10.04,0,0,1.25,0,1.25,11.29,0,0,0,0
00849B 中信EM主權債0-5,2025/10,"17,590,630",0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,1.03,0,0,38.17,0
00850 元大臺灣ESG永續,2025/10,"25,539,480",97.1,0,0,0,0,0,0,0,97.1,0,0,2.23,0,2.23,99.33,0,0,0,0
00851 台新全球AI,2025/10,"375,938",6.63,0,0,0,0,0,0,0,6.63,0,0,3.2,0,3.2,9.83,0,0,0,79.18
00852L 國泰美國道瓊正2,2025/10,"309,057",0,0,0,0,0,0,0,0,0,0,0,8.48,0,8.48,8.48,0,0,0,0
00853B 統一美債10年Aa-A,2025/10,"4,039,085",0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.16,0,0,0,98.23
00854B 富邦全球保險債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00855B 富邦全球能源債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00856B 永豐1-3年美公債,2025/10,"288,035",0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0.17,0,0,0,98.54
00857B 永豐20年美公債,2025/10,"14,609,510",0,0,0,0,0,0,0,0,0,0,0,5.68,0,5.68,5.68,0,0,0,98.36
00858 永豐美國500大,2025/10,"3,928,907",0,0,0,0,0,0,0,0,0,0,0,2.57,0,2.57,2.57,0,0,0,98.36
00859B 群益0-1年美債,2025/10,"222,533",0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0,0,0,6.76
00860B 群益1-5Y投資級債,2025/10,"156,533",0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,14.57
00861 元大全球未來通訊,2025/10,"4,250,465",13.59,0,0,0,0,0,0,0,13.59,0,0,4.02,0,4.02,17.61,5.34,0,0,62.66
00862B 中信投資級公司債,2025/10,"25,518,672",0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.07,0,0,93.47
00863B 中信全球電信債,2025/10,"18,266,115",0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0.24,0,0,0,84.84
00864B 中信美國公債0-1,2025/10,"6,345,083",0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0,0,0,93.02
00865B 國泰US短期公債,2025/10,"5,715,414",0,0,0,0,0,0,0,0,0,0,0,1.69,0,1.69,1.69,0,0,0,88.81
00866 新光Shiller CAPE,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00867B 新光A-BBB電信債,2025/10,"17,412,724",0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0,0,0,47.69
00868B FT1-3年美公債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00869B FT10-25年公司債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00870B 元大15年EM主權債,2025/10,"18,370,430",0,0,0,0,0,1.2,0,0,1.2,0,0,0.74,0,0.74,1.94,0,0,0,1.24
00871B 元大中國政金債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00872B 凱基美債1-3,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00873B 凱基新興債1-5,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00874B 凱基BBB公司債15+,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00875 國泰網路資安 ETF,2025/10,"619,938",0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,8.85,0,0,80.35
00876 元大全球5G,2025/10,"4,092,129",20.08,0,0,0,0,0,0,0,20.08,0,0,2.03,0,2.03,22.11,22.22,0,0,34.61
00877 復華中國5G,2025/10,"4,116,436",0,0,0,0,0,0,0,0,0,0,0,15.64,0,15.64,15.64,0,0,0,0
00878 國泰永續高股息,2025/10,"455,805,000",95.06,0,0,2.11,0,0,0,0,97.17,0,0,1.71,0,1.71,98.88,0,0,0,0
00879B 第一金美債0-1,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00880B 第一金電信債15+,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00881 國泰台灣科技龍頭,2025/10,"76,796,265",97.12,0,0,1.57,0,0,0,0,98.69,0,0,0.7,0,0.7,99.39,0,0,0,0
00882 中信中國高股息,2025/10,"36,905,177",0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0.85,0,0,0,0
00883B 中信ESG投資級債,2025/10,"333,138",0,0,0,0,0,0,0,0,0,0,0,0.76,0,0.76,0.76,0,0,0,89.87
00884B 中信低碳新興債,2025/10,"2,301,402",0,0,0,0,0,0,0,0,0,0,0,1.41,0,1.41,1.41,0,0,25.2,0
00885 富邦越南,2025/10,"13,884,571",0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,0.51,0,0,0,0
00886 永豐美國科技,2025/10,"250,279",0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0.15,0,0,0,95.8
00887 永豐中國科技50大,2025/10,"6,644,699",0,0,0,0,0,0,0,0,0,0,0,4.52,0,4.52,4.52,0,0,0,0
00888 永豐台灣ESG,2025/10,"6,158,689",94.85,0,0,4.7,0,0,0,0,99.55,0,0,2.9,0,2.9,102.45,0,0,0,0
00889B 凱基ESG新興債15+,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00890B 凱基ESG BBB債15+,2025/10,"679,228",0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0,0,3.02,70.82
00891 中信關鍵半導體,2025/10,"21,227,156",87.32,0,0,11.44,0,0,0,0,98.76,0,0,0.95,0,0.95,99.71,0,0,0,0
00892 富邦台灣半導體,2025/10,"5,409,065",73.14,0,0,26.61,0,0,0,0,99.75,0,0,0.21,0,0.21,99.96,0,0,0,0
00893 國泰智能電動車,2025/10,"14,149,592",4.16,0,0,0,0,0,0,0,4.16,0,0,1.46,0,1.46,5.62,1.98,0,0,63.25
00894 中信小資高價30,2025/10,"3,473,248",86.09,0,0,12.14,0,0,0,0,98.23,0,0,2.12,0,2.12,100.35,0,0,0,0
00895 富邦未來車,2025/10,"6,903,935",15.21,0,0,0,0,0,0,0,15.21,0,0,0.4,0,0.4,15.61,8.1,0,0.22,66.8
00896 中信綠能及電動車,2025/10,"4,424,850",92.95,0,0,4.61,0,0,0,0,97.56,0,0,1.55,0,1.55,99.11,0,0,0,0
00897 富邦基因免疫生技,2025/10,"1,568,221",0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.16,3.44,0,0,68.87
00898 國泰基因免疫革命,2025/10,"1,449,896",0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0,0,1.51,83.48
00899 FT潔淨能源,2025/10,"450,064",0,0,0,0,0,0,0,0,0,0,0,2.32,0,2.32,2.32,4.24,8.5,4.38,46.93
00900 富邦特選高股息30,2025/10,"33,826,929",80.73,0,0,18.55,0,0,0,0,99.28,0,0,1.29,0,1.29,100.57,0,0,0,0
00901 永豐智能車供應鏈,2025/10,"1,792,424",96.28,0,0,2.81,0,0,0,0,99.09,0,0,0.78,0,0.78,99.87,0,0,0,0
00902 中信電池及儲能,2025/10,"5,315,741",0,0,0,0,0,0,0,0,0,0,0,1.97,0,1.97,1.97,10.14,0,0,13.99
00903 富邦元宇宙,2025/10,"1,359,928",1.66,0,0,0,0,0,0,0,1.66,0,0,1.37,0,1.37,3.03,0,0,0,94.23
00904 新光臺灣半導體30,2025/10,"3,266,459",81.91,0,0,15.77,0,0,0,0,97.68,0,0,4.72,0,4.72,102.4,0,0,0,0
00905 FT臺灣Smart,2025/10,"6,588,486",98.87,0,0,0,0,1.82,0,0,100.69,0,0,0.53,0,0.53,101.22,0,0,0,0
00906 大華元宇宙科技50,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00907 永豐優息存股,2025/10,"3,232,064",98.61,0,0,0,0,0,0,0,98.61,0,0,1.48,0,1.48,100.09,0,0,0,0
00908 富邦入息REITs+,2025/10,"563,649",0,0,0,0,0,0,0,0,0,0,0,1.27,0,1.27,1.27,0,6.66,0,41.94
00909 國泰數位支付服務,2025/10,"8,909,686",0,0,0,0,0,0,0,0,0,0,0,1.74,0,1.74,1.74,8.2,0,0,91.38
00910 第一金太空衛星,2025/10,"2,752,285",8.71,0,0,0,0,0,0,0,8.71,0,0,0.36,0,0.36,9.07,9.61,0,0,60.78
00911 兆豐洲際半導體,2025/10,"673,475",0,0,0,0,0,0,0,0,0,0,0,2.63,0,2.63,2.63,0,0,0,99.3
00912 中信臺灣智慧 50,2025/10,"1,238,604",91.8,0,0,4.85,0,0,0,0,96.65,0,0,4.54,0,4.54,101.19,0,0,0,0
00913 兆豐台灣晶圓製造,2025/10,"256,484",71.49,0,0,25.03,0,0,0,0,96.52,0,0,1.55,0,1.55,98.07,0,0,0,0
00915 凱基優選高股息30,2025/10,"25,546,787",97.94,0,0,0,0,0,0,0,97.94,0,0,1.41,0,1.41,99.35,0,0,0,0
00916 國泰全球品牌50,2025/10,"1,939,896",0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,0.69,1.67,0.73,0,88.98
00917 中信特選金融,2025/10,"677,672",0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0.35,0,0,0,74.48
00918 大華優利高填息30,2025/10,"81,489,101",97.83,0,0,2.05,0,0,0,0,99.88,0,0,0.46,0,0.46,100.34,0,0,0,0
00919 群益台灣精選高息,2025/10,"410,791,809",89.71,0,0,9.67,0,0,0,0,99.38,0,0,0.22,0,0.22,99.6,0,0,0,0
00920 富邦ESG綠色電力,2025/10,"207,592",17.6,0,0,0.51,0,0,0,0,18.11,0,0,1.21,0,1.21,19.32,8.08,0,0.63,31.18
00921 兆豐龍頭等權重,2025/10,"1,841,949",97.85,0,0,0,0,0,0,0,97.85,0,0,1.02,0,1.02,98.87,0,0,0,0
00922 國泰台灣領袖50,2025/10,"40,913,859",97.19,0,0,1.61,0,3.54,0,0,102.34,0,0,1.72,0,1.72,104.06,0,0,0,0
00923 群益台ESG低碳50,2025/10,"20,622,641",97.92,0,0,0,0,0,0,0,97.92,0,0,1.24,0,1.24,99.16,0,0,0,0
00924 復華S&P500成長,2025/10,"13,988,899",0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,95.27
00925 新光標普電動車,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
00926 凱基全球菁英55,2025/10,"1,924,570",0,0,0,0,0,0,0,0,0,0,0,3.36,0,3.36,3.36,0,0,0,91.49
00927 群益半導體收益,2025/10,"10,952,163",72.65,0,0,26.97,0,0,0,0,99.62,0,0,2.15,0,2.15,101.77,0,0,0,0
00928 中信上櫃ESG 30,2025/10,"630,331",0,0,0,97.61,0,0,0,0,97.61,0,0,2.66,0,2.66,100.27,0,0,0,0
00929 復華台灣科技優息,2025/10,"140,235,917",82.98,0,0,16.09,0,0,0,0,99.07,0,0,1.69,0,1.69,100.76,0,0,0,0
00930 永豐ESG低碳高息,2025/10,"5,184,694",88.59,0,0,10.25,0,0,0,0,98.84,0,0,0.68,0,0.68,99.52,0,0,0,0
00931B 統一美債20年,2025/10,"28,751,115",0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0.14,0,0,0,99.47
00932 兆豐永續高息等權,2025/10,"3,908,102",85.78,0,0,13.19,0,0,0,0,98.97,0,0,0.69,0,0.69,99.66,0,0,0,0
00933B 國泰10Y+金融債,2025/10,"89,237,913",0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.65,0.65,0,0,0,98.5
00934 中信成長高股息,2025/10,"10,879,472",85.31,0,0,11.69,0,0,0,0,97,0,0,2.93,0,2.93,99.93,0,0,0,0
00935 野村創新科技50,2025/10,"11,919,242",91.59,0,0,6.17,0,0,0,0,97.76,0,0,1.98,0,1.98,99.74,0,0,0,0
00936 台新永續高息中小,2025/10,"10,530,032",86.1,0,0,11.69,0,0,0,0,97.79,0,0,2.08,0,2.08,99.87,0,0,0,0
00937B 群益ESG投等債20+,2025/10,"259,665,392",0,0,0,0,0,0.12,0,0,0.12,0,0,0.85,0,0.85,0.97,0,0,0,30.47
00938 凱基優選30,2025/10,"1,643,778",96.05,0,0,1,0,0,0,0,97.05,0,0,1.56,0,1.56,98.61,0,0,0,0
00939 統一台灣高息動能,2025/10,"31,937,124",93.36,0,0,3.48,0,1.63,0,0,98.47,0,0,0.69,0,0.69,99.16,0,0,0,0
00940 元大台灣價值高息,2025/10,"109,275,522",91.52,0,0,6.03,0,0.46,0,0,98.01,0,0,3.95,0,3.95,101.96,0,0,0,0
00941 中信上游半導體,2025/10,"10,650,688",0.75,0,0,0.32,0,0,0,0,1.07,0,0,4.19,0,4.19,5.26,27.64,0,0,46.32
00942B 台新美A公司債20+,2025/10,"15,363,446",0,0,0,0,0,0,0,0,0,0,0,2.3,0,2.3,2.3,0,0,0,9.13
00943 兆豐電子高息等權,2025/10,"799,587",61.37,0,0,36.07,0,0,0,0,97.44,0,0,2.9,0,2.9,100.34,0,0,0,0
00944 野村趨勢動能高息,2025/10,"1,745,432",82.2,0,0,15.83,0,0,0,0,98.03,0,0,1.54,0,1.54,99.57,0,0,0,0
00945B 凱基美國非投等債,2025/10,"13,926,474",0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0.8,0,0,85.94,6.01
00946 群益科技高息成長,2025/10,"7,497,647",72.21,0,0,25.5,0,0,0,0,97.71,0,0,1.9,0,1.9,99.61,0,0,0,0
00947 台新臺灣IC設計,2025/10,"2,007,588",74.31,0,0,22.91,0,0,0,0,97.22,0,0,4.18,0,4.18,101.4,0,0,0,0
00948B 中信優息投資級債,2025/10,"31,793,613",0,0,0,0,0,0,0,0,0,0,0,0.59,0,0.59,0.59,0,0.89,0,90.4
00949 復華日本龍頭,2025/10,"3,927,707",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,95.89,0,0,0
00950B 凱基10+美A公司債,2025/10,"40,552,412",0,0,0,0,0,0,0,0,0,0,0,6.4,0,6.4,6.4,0,0,7.07,75.06
00951 台新日本半導體,2025/10,"2,274,059",0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.81,0.81,97.12,0,0,0
00952 凱基台灣AI50,2025/10,"2,981,060",79.4,0,0,17.55,0,0,0,0,96.95,0,0,1.36,0,1.36,98.31,0,0,0,0
00953B 群益優選非投等債,2025/10,"38,368,439",0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.46,0.46,0,0,0,68.65
00954 中信日本半導體,2025/10,"767,656",0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.8,1.8,98.52,0,0,0
00955 中信日本商社,2025/10,"3,268,347",0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.84,0.84,98.18,0,0,0
00956 中信日經高股息,2025/10,"320,768",0,0,0,0,0,0,0,0,0,0,0,1.91,0,1.91,1.91,96.47,0,0,0
00957B 兆豐US優選投等債,2025/10,"2,794,033",0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0,0,0,98.25
00958B 永豐ESG銀行債15+,2025/10,"1,860,526",0,0,0,0,0,0,0,0,0,0,0,1.59,0,1.59,1.59,0,0,0,98.41
00959B 大華投等美債15Y+,2025/10,"6,364,370",0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0.13,0,0,0,54.87
00960 野村全球航運龍頭,2025/10,"2,214,711",19.76,0,0,0,0,0,0,0,19.76,0,0,4.22,0,4.22,23.98,21.61,0,0,30.44
00961 FT臺灣永續高息,2025/10,"2,800,220",84.77,0,0,12.67,0,1.43,0,0,98.87,0,0,1.79,0,1.79,100.66,0,0,0,0
00962 台新AI優息動能,2025/10,"726,585",81.05,0,0,15.73,0,0,0,0,96.78,0,0,1.88,0,1.88,98.66,0,0,0,0
00963 中信全球高股息,2025/10,"1,099,785",0,0,0,0,0,0,0,0,0,0,0,1.64,0,1.64,1.64,0,0,0,64.09
00964 中信亞太高股息,2025/10,"187,247",20.86,0,0,8.19,0,0,0,0,29.05,0,0,4.52,0,4.52,33.57,4.36,9.68,0,0
00965 元大航太防衛科技,2025/10,"18,954,809",6.29,0,0,0,0,0,0,0,6.29,0,0,1.75,0,1.75,8.04,26.72,0.91,0,38.04
00966B 統一投等債15+,2025/10,"2,477,984",0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0.7,0,0,0,98.36
00967B 元大優息美債,2025/10,"2,201,393",0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,98.68
00968B 元大優息投等債,2025/10,"7,366,802",0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0.38,0,0,0,98.2
00969B 元大零息超長美債,2025/10,"1,955,322",0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0,0,0,99.72
00970B 新光BBB投等債20+,2025/10,"4,550,953",0,0,0,0,0,0,0,0,0,0,0,2.54,0,2.54,2.54,0,0,0,69.66
00971 野村美國研發龍頭,2025/10,"1,499,632",0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.56,0.56,0,0,0,96.51
00972 野村日本動能高息,2025/10,"388,131",0,0,0,0,0,0,0,0,0,0,0,1.17,0,1.17,1.17,95.24,0,0,0
009800 中信NASDAQ,2025/10,"3,494,814",0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0.38,0,0,0,98.42
009801 中信美國創新科技,2025/10,"2,258,187",0,0,0,0,0,0,0,0,0,0,0,2.13,0,2.13,2.13,0,0,0,97.53
009802 富邦旗艦50,2025/10,"7,754,200",94.29,0,0,4.68,0,0,0,0,98.97,0,0,0.63,0,0.63,99.6,0,0,0,0
009803 保德信市值動能50,2025/10,"1,333,907",98.32,0,0,0,0,0,0,0,98.32,0,0,0.32,0,0.32,98.64,0,0,0,0
009804 聯邦台精彩50,2025/10,"1,624,380",0,0,0,0,0,0,0,99.28,99.28,0,0,0.32,0,0.32,99.6,0,0,0,0
009805 新光美國電力基建,2025/10,"3,875,472",0,0,0,0,0,0,0,0,0,0,0,4.13,0,4.13,4.13,0,0,0,98.31
009806 台新標普500,2025/10,"332,248",0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0,0,0,99.21
009807 台新標普科技精選,2025/10,"337,458",0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0,0,0,99.04
009808 華南永昌優選50,2025/10,"1,096,672",97.57,0,0,0,0,0,0,0,97.57,0,0,1.83,0,1.83,99.4,0,0,0,0
009809 富邦淨零ESG50,2025/10,"922,303",98.79,0,0,0,0,0,0,0,98.79,0,0,0.41,0,0.41,99.2,0,0,0,0
00980A 主動野村臺灣優選,2025/10,"5,156,936",72.76,0,0,13.95,0,6.02,0,0,92.73,0,0,8.08,0,8.08,100.81,0,0,0,0
00980B 台新特選IG債10+,2025/10,"640,789",0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.74,0.74,0,0,0.6,9.32
00980D 聯博投等入息,2025/10,"1,856,992",0,0,0,0,0,0,0,0,0,0,0,1.17,0,1.17,1.17,0,0,39.68,25.31
00980T 平衡凱基美TOP,2025/10,"1,142,241",0,0,0,0,0,0,0,0,0,0,0,6.32,0,6.32,6.32,0,0,1.07,69.8
009810 保德信全球藍籌,2025/10,"472,461",0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.54,0.54,1.93,0.39,0,79.57
009811 統一美國50,2025/10,"5,171,997",0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.54,0.54,0,0,0,95.42
009812 野村日本東證,2025/10,"1,110,895",0,0,0,0,0,0,0,0,0,0,0,1.88,0,1.88,1.88,95.7,0,0,0
009813 貝萊德標普卓50,2025/10,"6,877,328",0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0,0,0,99.51
00981A 主動統一台股增長,2025/10,"24,600,134",84.1,0,0,12.26,0,1.18,0,0,97.54,0,0,3.67,0,3.67,101.21,0,0,0,0
00981B 第一金優選非投債,2025/10,"8,909,110",0,0,0,0,0,0,0,0,0,0,0,0.59,0,0.59,0.59,0,0,0,84.9
00981D 主動中信非投等,2025/10,"1,343,919",0,0,0,0,0,0,0,0,0,0,0,5.86,0,5.86,5.86,0,0,0,93.57
00981T 凱基雙核收息,2025/10,"1,646,513",29.46,0,0,0,0,0,0,0,29.46,0,0,1.62,0,1.62,31.08,0,0,24.39,31.57
00982A 主動群益台灣強棒,2025/10,"16,758,634",80.09,0,0,17.07,0,0,0,0,97.16,0,0,6.08,0,6.08,103.24,0,0,0,0
00982B FT投資級債20+,2025/10,"378,660",0,0,0,0,0,0.49,0,0,0.49,0,0,1.35,0,1.35,1.84,0,0,0,70.63
00982D 主動富邦動態入息,2025/10,"1,298,528",0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.86,0.86,0,0,0,88.74
00983A 主動中信ARK創新,2025/10,"3,704,684",0,0,0,0,0,0,0,0,0,0,0,3.71,0,3.71,3.71,0,0,0,94.64
00983B 大華優利美公債20,2025/10,"429,222",0,0,0,0,0,0,0,0,0,0,0,25.52,0,25.52,25.52,0,0,0,10.54
00983D 主動富邦複合收益,2025/10,"1,255,117",0,0,0,0,0,0,0,0,0,0,0,1.71,0,1.71,1.71,2.01,1.03,0,89.61
00984A 主動安聯台灣高息,2025/10,"3,450,196",94.45,0,0,6.13,0,0,0,0,100.58,0,0,4.9,0,4.9,105.48,0,0,0,0
00984B 大華優利美A債15,2025/10,"612,913",0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.32,0.32,0,0,0,82.39
00985A 主動野村台灣50,2025/10,"5,488,478",87.59,0,0,7.84,0,0,0,0,95.43,0,0,2.89,0,2.89,98.32,0,0,0,0
00985B 群益ESG投等0-5,2025/10,"5,800,815",0,0,0,0,0,1.31,0,0,1.31,0,0,2.49,0,2.49,3.8,0,0,0,64.95
00986A 主動台新龍頭,2025/10,"997,553",4.06,0,0,0,0,0,0,0,4.06,0,0,3.85,0,3.85,7.91,4.44,0,0,82.32
00988A 主動統一全創,2025/10,"6,248,655",11.12,0,0,0,0,0,0,0,11.12,0,0,11.99,0,11.99,23.11,10.2,0,0,50.02
00989A 摩根美領先科技,2025/10,"2,342,444",0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0.7,0,0,0,97.88
AI25 柏瑞中印雙霸,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BT02 合庫巴黎新興亞洲,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BT03 合庫全球投資債 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BT04 合庫全球投資債 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CF20 未來資產環球債 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CF21 未來資產環球債 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CH07 華頓典範科技,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CH12 華頓全球新星股票,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CH19 華頓全球核心債 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CH20 華頓全球核心債 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CI28 匯豐全球新富,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CP06 瀚亞掌櫃,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CP36 瀚亞新亞貨幣債 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CP37 瀚亞新亞貨幣債 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CS11 景順平衡,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CS17 景順台灣精選成長,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CY18 國泰全球貨幣市場,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DD12 德盛安聯目標2020,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
